person_age,person_income,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
44,52960,3.0,EDUCATION,B,26019,10.06,0.4913,N,25,0
36,291470,7.0,HOMEIMPROVEMENT,C,5905,14.18,0.0203,N,15,0
19,87552,1.0,EDUCATION,D,32947,16.47,0.3763,N,1,1
62,58611,5.0,HOMEIMPROVEMENT,E,12389,20.9,0.2114,Y,41,1
37,30279,5.0,HOMEIMPROVEMENT,A,3670,6.34,0.1212,N,19,0
55,46472,5.0,HOMEIMPROVEMENT,A,5900,6.16,0.127,N,37,0
41,107417,9.0,HOMEIMPROVEMENT,D,6355,14.9,0.0592,N,20,0
39,125522,2.0,DEBTCONSOLIDATION,B,27804,9.61,0.2215,N,20,0
68,110534,4.0,DEBTCONSOLIDATION,A,11142,6.21,0.1008,Y,45,0
23,75497,6.0,DEBTCONSOLIDATION,A,10570,6.57,0.14,N,1,0
59,24572,4.0,MEDICAL,A,9458,7.38,0.3849,N,41,0
60,64083,5.0,EDUCATION,B,39443,8.61,0.6155,Y,37,1
39,24766,5.0,DEBTCONSOLIDATION,A,8525,8.35,0.3442,Y,16,1
32,21631,5.0,PERSONAL,F,7368,21.63,0.3406,N,13,0
18,55912,8.0,MEDICAL,B,22645,11.49,0.405,N,1,0
71,65366,6.0,VENTURE,D,11077,15.4,0.1695,N,45,0
72,80568,5.0,EDUCATION,B,26482,9.11,0.3287,N,45,0
31,64435,5.0,EDUCATION,E,7374,20.04,0.1144,N,10,0
19,65668,4.0,PERSONAL,B,11171,9.13,0.1701,N,1,0
24,28522,3.0,PERSONAL,B,34696,10.28,1.2165,N,5,0
21,46270,3.0,DEBTCONSOLIDATION,C,6963,13.94,0.1505,N,1,0
65,21398,6.0,MEDICAL,C,19508,13.68,0.9117,N,44,0
68,16287,4.0,EDUCATION,B,3338,11.1,0.2049,N,45,0
26,73670,6.0,PERSONAL,A,16533,5.92,0.2244,N,7,0
60,32395,5.0,EDUCATION,A,6247,7.17,0.1928,Y,42,1
28,79211,4.0,MEDICAL,A,18330,6.43,0.2314,N,7,0
38,90182,3.0,EDUCATION,A,4489,6.28,0.0498,N,20,0
52,34869,5.0,EDUCATION,B,20145,11.0,0.5777,N,34,0
59,67823,4.0,DEBTCONSOLIDATION,B,9389,9.76,0.1384,N,38,0
67,34076,3.0,MEDICAL,C,13070,12.05,0.3836,N,45,0
20,17761,3.0,PERSONAL,B,10670,11.39,0.6008,N,1,1
29,52460,7.0,HOMEIMPROVEMENT,A,9104,6.3,0.1735,Y,6,0
33,37836,5.0,PERSONAL,B,6164,11.2,0.1629,N,12,0
35,38482,10.0,EDUCATION,C,4988,12.83,0.1296,Y,18,1
74,145282,7.0,EDUCATION,B,15934,9.92,0.1097,N,45,0
62,21179,5.0,VENTURE,B,4410,11.18,0.2082,Y,43,1
36,60510,5.0,PERSONAL,B,8753,10.98,0.1447,N,15,0
73,28363,2.0,MEDICAL,C,4807,12.05,0.1695,N,45,0
46,80784,4.0,MEDICAL,C,7668,12.47,0.0949,N,26,0
46,57764,6.0,EDUCATION,C,2611,12.71,0.0452,N,26,0
42,60393,7.0,MEDICAL,C,22274,13.58,0.3688,Y,21,0
26,29152,7.0,MEDICAL,B,16131,10.27,0.5533,N,3,0
71,32174,2.0,DEBTCONSOLIDATION,C,9422,13.2,0.2928,N,45,0
18,81632,3.0,VENTURE,D,11089,16.54,0.1358,N,1,0
27,129824,8.0,EDUCATION,A,22257,5.47,0.1714,N,4,0
31,63842,9.0,HOMEIMPROVEMENT,E,6702,19.66,0.105,N,10,0
33,29924,6.0,MEDICAL,A,24449,6.5,0.817,N,10,1
25,59066,3.0,PERSONAL,A,5957,8.43,0.1009,N,5,0
19,186299,6.0,PERSONAL,C,9509,13.46,0.051,N,1,0
56,51861,6.0,MEDICAL,B,3691,9.33,0.0712,N,35,0
73,109536,5.0,PERSONAL,F,25597,24.82,0.2337,N,45,0
24,32624,8.0,HOMEIMPROVEMENT,B,8003,8.66,0.2453,N,1,0
34,47899,5.0,PERSONAL,C,12397,13.18,0.2588,N,17,0
46,68924,5.0,EDUCATION,A,5707,7.6,0.0828,N,23,0
70,60993,7.0,MEDICAL,B,8464,10.32,0.1388,N,45,0
57,32160,4.0,DEBTCONSOLIDATION,C,4830,14.11,0.1502,N,34,0
61,31406,6.0,PERSONAL,A,5396,6.39,0.1718,N,38,0
51,84419,4.0,VENTURE,C,3115,14.02,0.0369,Y,29,0
41,94405,2.0,MEDICAL,E,8107,18.75,0.0859,N,22,0
29,112609,4.0,MEDICAL,B,5912,10.83,0.0525,N,8,0
67,132211,7.0,EDUCATION,C,45591,13.13,0.3448,N,44,0
63,52788,9.0,PERSONAL,C,4402,11.62,0.0834,N,42,0
19,41309,4.0,HOMEIMPROVEMENT,D,5928,16.44,0.1435,N,1,0
58,103057,7.0,HOMEIMPROVEMENT,A,16384,6.98,0.159,N,37,0
22,72561,4.0,PERSONAL,C,4786,12.33,0.066,N,1,0
60,28556,3.0,MEDICAL,C,8660,13.49,0.3033,N,42,0
65,27764,6.0,EDUCATION,B,15726,10.75,0.5664,N,45,0
25,64251,2.0,PERSONAL,C,14916,12.08,0.2322,Y,3,0
42,44466,5.0,MEDICAL,D,9754,16.72,0.2194,Y,22,1
25,48313,6.0,PERSONAL,C,8831,14.18,0.1828,N,4,0
50,88423,1.0,MEDICAL,A,18506,8.14,0.2093,N,33,0
70,74419,8.0,PERSONAL,B,22062,8.72,0.2965,N,45,0
22,101867,2.0,EDUCATION,C,9852,14.38,0.0967,Y,3,0
40,16943,3.0,EDUCATION,A,13470,5.91,0.795,N,19,0
73,56351,3.0,PERSONAL,B,6520,10.71,0.1157,N,45,0
35,71831,6.0,VENTURE,A,20893,6.5,0.2909,N,14,0
25,21170,6.0,MEDICAL,B,16102,11.14,0.7606,N,3,0
45,34194,7.0,VENTURE,C,7476,12.53,0.2186,N,27,0
46,30875,10.0,HOMEIMPROVEMENT,D,6485,17.32,0.21,Y,23,1
55,49609,8.0,EDUCATION,C,33146,13.07,0.6681,N,32,0
35,120008,6.0,MEDICAL,A,6574,6.86,0.0548,Y,17,0
72,149107,5.0,HOMEIMPROVEMENT,C,8082,13.26,0.0542,N,45,0
47,31324,3.0,EDUCATION,C,3904,12.5,0.1246,Y,25,0
34,65486,5.0,MEDICAL,A,19203,8.06,0.2932,Y,13,0
72,66658,6.0,MEDICAL,C,6533,11.97,0.098,Y,45,0
70,60669,12.0,EDUCATION,B,9526,10.27,0.157,N,45,0
46,61049,4.0,MEDICAL,C,8957,13.09,0.1467,N,26,0
19,57933,11.0,EDUCATION,C,49277,12.94,0.8506,N,1,0
52,124015,2.0,PERSONAL,A,32993,7.07,0.266,N,32,0
49,89891,1.0,HOMEIMPROVEMENT,A,11856,6.39,0.1319,N,26,0
26,27362,3.0,HOMEIMPROVEMENT,D,6016,15.75,0.2199,N,7,0
54,75936,5.0,HOMEIMPROVEMENT,B,10381,11.18,0.1367,N,35,0
65,80081,8.0,VENTURE,D,9064,16.32,0.1132,N,45,0
24,58292,4.0,PERSONAL,A,28965,7.51,0.4969,N,2,0
59,91334,9.0,MEDICAL,E,50000,18.57,0.5474,N,41,1
25,54363,7.0,DEBTCONSOLIDATION,B,12014,10.89,0.221,N,6,0
60,54734,2.0,DEBTCONSOLIDATION,B,16716,11.3,0.3054,N,39,0
41,52401,7.0,HOMEIMPROVEMENT,B,37744,9.25,0.7203,N,18,0
18,16154,3.0,VENTURE,D,13839,15.09,0.8567,N,1,1
73,46900,5.0,MEDICAL,C,5457,11.97,0.1164,N,45,0
27,33943,2.0,MEDICAL,D,8898,16.24,0.2621,N,9,0
51,25526,4.0,MEDICAL,B,9593,9.18,0.3758,N,28,0
28,107873,7.0,MEDICAL,D,5804,15.57,0.0538,Y,10,0
71,64686,8.0,EDUCATION,B,9965,11.05,0.1541,Y,45,1
60,48223,9.0,MEDICAL,B,3329,8.81,0.069,N,43,0
63,35931,6.0,DEBTCONSOLIDATION,F,2417,22.33,0.0673,N,41,1
42,57693,6.0,PERSONAL,A,9276,7.57,0.1608,N,25,0
44,84566,3.0,PERSONAL,A,8295,5.41,0.0981,N,23,0
54,31106,8.0,PERSONAL,C,33882,11.57,1.0892,N,34,1
62,48890,5.0,VENTURE,D,6970,16.23,0.1426,N,39,0
66,79018,5.0,DEBTCONSOLIDATION,A,12070,5.93,0.1528,N,45,0
19,16902,3.0,HOMEIMPROVEMENT,D,7282,15.36,0.4308,N,1,1
55,47492,4.0,EDUCATION,F,2707,23.85,0.057,N,36,0
24,38711,6.0,MEDICAL,B,9453,10.9,0.2442,N,3,0
34,45542,8.0,PERSONAL,E,11470,20.78,0.2519,Y,16,1
65,37201,8.0,MEDICAL,A,6694,6.12,0.1799,N,45,0
32,52875,3.0,HOMEIMPROVEMENT,C,8550,11.51,0.1617,N,13,0
63,141208,9.0,HOMEIMPROVEMENT,D,19063,15.04,0.135,N,45,0
44,41021,4.0,VENTURE,B,8141,9.88,0.1985,N,26,0
31,57551,5.0,HOMEIMPROVEMENT,D,24061,15.18,0.4181,N,10,1
37,146841,5.0,EDUCATION,C,11481,13.29,0.0782,N,16,0
48,36224,3.0,PERSONAL,A,20705,7.54,0.5716,N,29,1
61,132995,2.0,MEDICAL,E,29947,20.91,0.2252,N,40,0
52,49164,4.0,DEBTCONSOLIDATION,B,5258,10.03,0.1069,N,35,0
71,130619,4.0,DEBTCONSOLIDATION,A,20991,6.56,0.1607,N,45,0
67,74058,3.0,DEBTCONSOLIDATION,A,24956,5.45,0.337,N,45,0
60,58041,6.0,VENTURE,D,20973,17.16,0.3613,Y,39,1
52,47282,5.0,DEBTCONSOLIDATION,C,8211,12.04,0.1737,Y,35,1
34,34779,1.0,MEDICAL,C,1440,11.52,0.0414,N,12,0
41,51107,6.0,MEDICAL,A,50000,5.76,0.9783,N,18,0
24,80301,3.0,VENTURE,D,3296,16.8,0.041,N,4,0
39,48668,3.0,MEDICAL,C,40021,13.71,0.8223,Y,22,1
70,41186,6.0,VENTURE,A,4377,5.22,0.1063,N,45,0
42,42704,4.0,EDUCATION,B,4109,8.67,0.0962,N,22,0
24,84614,8.0,DEBTCONSOLIDATION,B,10467,11.05,0.1237,N,5,0
55,96166,5.0,DEBTCONSOLIDATION,C,9448,13.6,0.0982,N,38,0
72,33964,4.0,HOMEIMPROVEMENT,B,45661,10.01,1.3444,N,45,0
67,33937,4.0,PERSONAL,C,6265,12.45,0.1846,N,45,0
33,60394,7.0,EDUCATION,E,18819,18.33,0.3116,N,15,0
43,113566,8.0,DEBTCONSOLIDATION,B,14157,8.56,0.1247,Y,22,0
48,92069,4.0,HOMEIMPROVEMENT,D,5327,17.09,0.0579,N,25,0
32,24624,6.0,EDUCATION,B,14663,10.67,0.5955,N,11,0
33,42393,4.0,MEDICAL,B,9397,8.9,0.2217,N,16,0
31,29382,3.0,PERSONAL,A,22692,7.15,0.7723,Y,11,1
74,42313,0.0,HOMEIMPROVEMENT,C,8541,11.82,0.2019,Y,45,1
60,118471,8.0,MEDICAL,C,28107,12.22,0.2372,Y,43,1
65,22416,5.0,MEDICAL,A,12911,8.17,0.576,N,43,0
64,20123,7.0,PERSONAL,E,4269,19.99,0.2121,N,44,0
72,31079,5.0,PERSONAL,B,2862,9.1,0.0921,N,45,0
24,57412,6.0,DEBTCONSOLIDATION,C,35819,12.62,0.6239,N,6,0
68,68969,1.0,HOMEIMPROVEMENT,D,9561,16.94,0.1386,N,45,1
21,62354,3.0,EDUCATION,B,9514,10.12,0.1526,Y,1,1
45,93585,2.0,PERSONAL,D,11862,14.94,0.1268,N,22,0
51,18588,3.0,VENTURE,C,9676,12.57,0.5206,N,32,1
38,94238,5.0,HOMEIMPROVEMENT,B,10789,11.29,0.1145,N,17,0
26,41288,6.0,MEDICAL,B,3171,9.1,0.0768,N,6,0
28,73300,7.0,VENTURE,C,19147,12.74,0.2612,N,6,0
65,23673,2.0,DEBTCONSOLIDATION,D,11220,15.33,0.474,N,45,1
36,49154,9.0,MEDICAL,F,16236,24.25,0.3303,N,13,0
35,55823,3.0,HOMEIMPROVEMENT,A,6751,7.73,0.1209,N,17,0
70,92564,6.0,EDUCATION,C,9888,13.13,0.1068,Y,45,0
26,20498,2.0,PERSONAL,E,3644,17.65,0.1778,N,5,1
70,49856,4.0,HOMEIMPROVEMENT,A,21683,7.38,0.4349,N,45,0
70,26987,7.0,DEBTCONSOLIDATION,B,9146,10.14,0.3389,N,45,0
52,64732,8.0,PERSONAL,C,1850,13.06,0.0286,N,29,0
27,75167,3.0,VENTURE,B,7734,9.55,0.1029,N,7,0
26,99503,4.0,VENTURE,A,13004,5.65,0.1307,N,8,0
34,36524,8.0,HOMEIMPROVEMENT,A,27938,5.06,0.7649,N,11,0
50,81631,5.0,VENTURE,C,3572,13.07,0.0438,N,28,0
26,103621,4.0,HOMEIMPROVEMENT,F,24829,21.12,0.2396,N,9,0
43,19855,9.0,HOMEIMPROVEMENT,A,16359,7.4,0.8239,N,20,0
24,68650,5.0,EDUCATION,B,7251,8.84,0.1056,N,3,0
48,83048,5.0,PERSONAL,A,18602,8.06,0.224,N,26,0
19,42518,2.0,DEBTCONSOLIDATION,C,12380,12.35,0.2912,N,1,0
58,25186,6.0,DEBTCONSOLIDATION,D,6735,14.76,0.2674,Y,36,1
21,82341,7.0,PERSONAL,C,21556,13.37,0.2618,N,1,0
29,25343,8.0,VENTURE,C,26402,13.62,1.0418,Y,9,1
27,44440,5.0,PERSONAL,D,3706,14.81,0.0834,N,4,0
65,47950,3.0,VENTURE,C,12800,12.22,0.2669,N,45,0
21,72659,2.0,PERSONAL,C,8881,12.34,0.1222,N,1,0
42,34729,5.0,DEBTCONSOLIDATION,C,13793,13.38,0.3972,Y,23,1
51,33640,8.0,HOMEIMPROVEMENT,A,7877,6.06,0.2342,N,29,0
47,51761,6.0,VENTURE,B,28616,9.02,0.5528,N,26,0
56,85264,6.0,PERSONAL,C,2662,14.4,0.0312,N,35,0
63,172490,4.0,EDUCATION,D,11239,15.51,0.0652,N,40,0
40,21394,8.0,MEDICAL,A,6838,5.16,0.3196,N,21,0
65,58304,6.0,PERSONAL,B,8402,10.34,0.1441,N,43,0
36,26967,5.0,EDUCATION,B,2560,9.26,0.0949,N,15,0
74,85849,1.0,DEBTCONSOLIDATION,E,24159,18.47,0.2814,N,45,0
46,29254,1.0,MEDICAL,B,3708,10.07,0.1268,N,28,0
59,33824,4.0,EDUCATION,A,13604,5.2,0.4022,Y,42,1
67,35450,2.0,HOMEIMPROVEMENT,D,6705,15.79,0.1891,N,45,0
63,47008,4.0,VENTURE,B,8148,10.7,0.1733,N,45,0
66,58557,7.0,MEDICAL,D,14920,16.48,0.2548,N,45,0
48,63961,5.0,HOMEIMPROVEMENT,A,23511,7.92,0.3676,N,30,0
20,48865,5.0,PERSONAL,E,3906,17.65,0.0799,N,2,0
46,23589,5.0,PERSONAL,E,7413,19.09,0.3143,N,29,0
28,73151,4.0,EDUCATION,B,12027,10.72,0.1644,N,9,0
68,47613,7.0,EDUCATION,A,9592,6.41,0.2015,N,45,0
31,92869,6.0,DEBTCONSOLIDATION,B,17943,9.17,0.1932,N,13,0
30,33214,8.0,DEBTCONSOLIDATION,A,28410,5.03,0.8554,N,11,0
32,20307,4.0,PERSONAL,D,6201,14.58,0.3054,N,14,0
54,48111,8.0,DEBTCONSOLIDATION,A,5507,5.62,0.1145,N,33,0
50,99984,3.0,HOMEIMPROVEMENT,A,14564,8.17,0.1457,N,31,0
72,53557,6.0,PERSONAL,C,4305,13.23,0.0804,N,45,0
41,43922,4.0,MEDICAL,D,13801,15.4,0.3142,N,18,0
34,30372,2.0,MEDICAL,A,9537,7.42,0.314,N,17,0
20,128897,7.0,PERSONAL,A,8816,6.78,0.0684,N,2,0
18,27825,5.0,EDUCATION,C,16244,13.61,0.5838,Y,1,1
39,32893,7.0,PERSONAL,B,7037,9.3,0.2139,N,22,0
70,67071,5.0,MEDICAL,C,50000,13.42,0.7455,N,45,0
47,17662,6.0,EDUCATION,C,8041,14.28,0.4553,N,24,0
68,98816,5.0,MEDICAL,B,5877,10.71,0.0595,N,45,0
23,69099,3.0,MEDICAL,D,48541,15.19,0.7025,N,3,0
23,80384,3.0,MEDICAL,A,9717,7.84,0.1209,N,4,0
65,66633,4.0,PERSONAL,A,4694,5.7,0.0704,N,45,0
24,44863,4.0,PERSONAL,A,8817,6.14,0.1965,N,5,0
20,27317,3.0,MEDICAL,F,35521,21.99,1.3003,N,1,1
41,45385,4.0,EDUCATION,A,11819,8.34,0.2604,N,21,0
70,28670,2.0,PERSONAL,B,5198,9.28,0.1813,N,45,0
57,64047,6.0,EDUCATION,A,19296,7.23,0.3013,N,37,0
23,76399,6.0,DEBTCONSOLIDATION,C,15404,13.48,0.2016,N,1,0
65,110441,2.0,VENTURE,A,15113,5.0,0.1368,N,45,0
66,60142,4.0,HOMEIMPROVEMENT,C,3144,12.52,0.0523,N,45,0
63,81512,3.0,HOMEIMPROVEMENT,A,4728,6.13,0.058,N,44,0
69,41629,9.0,VENTURE,D,3349,16.06,0.0804,Y,45,1
31,37682,3.0,MEDICAL,E,7788,17.96,0.2067,N,11,0
73,63609,5.0,HOMEIMPROVEMENT,B,27521,8.85,0.4327,N,45,0
36,39633,9.0,EDUCATION,A,2687,5.45,0.0678,N,16,0
63,56843,7.0,EDUCATION,B,4287,9.43,0.0754,N,42,0
51,27346,8.0,EDUCATION,A,2972,5.67,0.1087,N,34,0
62,30185,3.0,EDUCATION,E,17105,17.94,0.5667,N,45,1
53,69527,5.0,HOMEIMPROVEMENT,E,36617,19.47,0.5267,N,31,1
54,79831,6.0,PERSONAL,B,11817,9.24,0.148,N,32,0
53,28506,9.0,MEDICAL,C,13773,11.68,0.4832,N,32,0
62,70886,6.0,VENTURE,D,9624,16.79,0.1358,N,40,0
60,36570,2.0,DEBTCONSOLIDATION,D,8695,14.75,0.2378,N,41,0
25,49467,4.0,EDUCATION,A,16102,8.02,0.3255,N,4,0
65,106864,3.0,MEDICAL,D,5212,15.3,0.0488,N,44,0
48,76429,6.0,VENTURE,B,15457,11.49,0.2022,N,31,0
36,75942,5.0,PERSONAL,D,7923,15.84,0.1043,N,16,0
47,140061,9.0,EDUCATION,B,9595,10.37,0.0685,N,24,0
73,33285,3.0,PERSONAL,E,6667,18.6,0.2003,Y,45,1
66,28503,3.0,PERSONAL,A,2247,5.15,0.0788,N,45,0
65,32952,6.0,MEDICAL,A,16601,7.89,0.5038,N,45,0
44,42617,4.0,HOMEIMPROVEMENT,A,9075,6.08,0.2129,N,25,0
62,13426,5.0,EDUCATION,B,9408,10.2,0.7007,N,43,0
39,43735,8.0,MEDICAL,B,37179,10.83,0.8501,Y,18,1
57,36333,5.0,MEDICAL,D,10870,14.79,0.2992,N,35,0
54,75438,8.0,MEDICAL,A,5838,5.49,0.0774,N,34,0
32,59505,3.0,VENTURE,A,3333,6.27,0.056,N,12,0
33,35228,3.0,DEBTCONSOLIDATION,C,7850,12.91,0.2228,N,12,0
21,67810,7.0,MEDICAL,D,13115,17.31,0.1934,N,1,0
25,72969,2.0,HOMEIMPROVEMENT,C,3565,12.56,0.0489,N,4,0
42,32122,3.0,EDUCATION,D,20945,16.9,0.652,N,22,1
45,37377,5.0,EDUCATION,D,7418,15.33,0.1985,N,27,0
27,14415,0.0,PERSONAL,A,8710,6.88,0.6042,N,6,0
41,26906,4.0,MEDICAL,B,9662,9.58,0.3591,Y,21,0
52,32586,7.0,HOMEIMPROVEMENT,E,3606,20.58,0.1107,N,29,0
31,51061,3.0,VENTURE,C,6768,12.75,0.1325,Y,11,1
37,29145,7.0,HOMEIMPROVEMENT,E,13011,19.48,0.4464,N,19,1
38,36960,5.0,PERSONAL,E,9220,20.51,0.2495,Y,18,1
46,24985,4.0,VENTURE,A,6888,8.18,0.2757,N,28,0
38,53858,6.0,MEDICAL,C,7727,13.44,0.1435,N,18,0
60,61953,1.0,EDUCATION,D,14363,15.66,0.2318,Y,37,1
36,61163,8.0,MEDICAL,C,26106,14.36,0.4268,Y,19,1
42,49355,7.0,HOMEIMPROVEMENT,A,8613,8.15,0.1745,N,20,0
39,21002,5.0,DEBTCONSOLIDATION,C,5250,12.53,0.25,Y,16,1
28,34857,2.0,VENTURE,B,50000,10.15,1.4344,N,5,0
57,39182,5.0,VENTURE,C,19927,12.36,0.5086,N,38,1
31,39268,13.0,DEBTCONSOLIDATION,D,8985,15.58,0.2288,N,8,0
34,51084,0.0,HOMEIMPROVEMENT,A,6418,7.18,0.1256,N,13,0
63,107371,4.0,EDUCATION,B,32584,9.81,0.3035,N,42,0
72,76623,5.0,HOMEIMPROVEMENT,A,5396,5.92,0.0704,N,45,0
56,28477,5.0,PERSONAL,C,9886,13.09,0.3472,N,37,0
70,71190,5.0,PERSONAL,A,15914,5.94,0.2235,N,45,0
66,69714,2.0,DEBTCONSOLIDATION,A,11277,7.41,0.1618,N,45,0
45,31466,3.0,PERSONAL,C,5043,13.84,0.1603,N,23,0
61,78188,5.0,HOMEIMPROVEMENT,A,7423,6.71,0.0949,N,40,0
36,44882,3.0,VENTURE,B,9743,9.71,0.2171,N,14,0
44,22573,5.0,HOMEIMPROVEMENT,C,4335,13.52,0.192,N,23,0
48,62966,2.0,MEDICAL,D,8683,15.68,0.1379,N,28,1
72,55233,4.0,HOMEIMPROVEMENT,C,27463,14.48,0.4972,N,45,1
66,43251,8.0,DEBTCONSOLIDATION,C,34819,13.98,0.805,N,45,1
45,48021,10.0,HOMEIMPROVEMENT,C,8412,13.04,0.1752,N,28,0
55,33007,8.0,EDUCATION,C,9404,12.97,0.2849,N,36,0
29,68567,4.0,DEBTCONSOLIDATION,B,8516,10.05,0.1242,N,10,0
63,47863,9.0,MEDICAL,B,2250,10.03,0.047,N,44,0
49,53720,5.0,PERSONAL,A,13478,5.34,0.2509,Y,31,1
48,59660,9.0,DEBTCONSOLIDATION,D,11756,15.71,0.197,N,30,0
61,25977,7.0,EDUCATION,B,20174,9.26,0.7766,N,39,0
54,29975,7.0,EDUCATION,D,20561,15.73,0.6859,N,35,1
22,14538,0.0,VENTURE,B,15068,9.39,1.0365,N,5,0
34,66876,10.0,DEBTCONSOLIDATION,C,15200,14.24,0.2273,N,12,0
28,25166,3.0,HOMEIMPROVEMENT,F,4736,21.59,0.1882,N,9,0
59,52728,4.0,EDUCATION,A,11077,8.01,0.2101,N,39,0
20,60116,8.0,VENTURE,B,3654,10.07,0.0608,N,1,0
29,68274,9.0,EDUCATION,A,7483,7.57,0.1096,N,9,0
52,25280,3.0,MEDICAL,E,30615,20.48,1.211,Y,29,1
57,47295,4.0,PERSONAL,A,14135,6.09,0.2989,Y,35,0
46,122841,0.0,EDUCATION,D,12000,14.98,0.0977,N,25,0
67,125853,6.0,DEBTCONSOLIDATION,A,9549,8.15,0.0759,N,45,0
70,84375,6.0,MEDICAL,F,9643,21.97,0.1143,N,45,0
25,59019,1.0,HOMEIMPROVEMENT,A,10978,5.85,0.186,N,6,0
72,28203,3.0,MEDICAL,A,10386,6.61,0.3683,N,45,0
53,72783,2.0,PERSONAL,E,15548,17.96,0.2136,N,35,0
54,44940,5.0,VENTURE,E,40661,18.69,0.9048,N,31,1
23,66722,5.0,EDUCATION,B,26959,10.11,0.404,N,1,1
53,34611,3.0,EDUCATION,C,7227,14.08,0.2088,N,35,0
59,44573,10.0,PERSONAL,A,6387,5.24,0.1433,N,41,0
51,53652,4.0,MEDICAL,E,6805,20.69,0.1268,N,32,0
22,56131,6.0,DEBTCONSOLIDATION,D,6314,15.93,0.1125,N,1,0
47,64314,5.0,EDUCATION,D,2910,16.97,0.0452,N,25,0
71,35647,1.0,MEDICAL,D,10665,17.12,0.2992,N,45,1
59,23416,1.0,PERSONAL,C,7405,13.06,0.3162,N,36,0
25,119806,7.0,HOMEIMPROVEMENT,B,9684,11.13,0.0808,N,3,0
72,192738,11.0,HOMEIMPROVEMENT,F,6948,21.62,0.036,N,45,0
72,62697,3.0,EDUCATION,B,10287,11.14,0.1641,N,45,0
27,23666,3.0,MEDICAL,F,6221,24.42,0.2629,N,9,0
63,32040,3.0,PERSONAL,A,6313,6.96,0.197,Y,42,1
41,64861,6.0,DEBTCONSOLIDATION,C,39943,13.42,0.6158,N,24,0
51,102499,12.0,MEDICAL,C,4188,13.73,0.0409,N,33,0
43,25157,4.0,PERSONAL,A,50000,8.48,1.9875,N,24,0
62,45780,6.0,HOMEIMPROVEMENT,A,3819,6.46,0.0834,N,39,0
74,54598,5.0,HOMEIMPROVEMENT,D,5522,15.89,0.1011,N,45,0
63,78866,9.0,PERSONAL,B,4083,9.5,0.0518,N,44,0
71,40579,6.0,MEDICAL,C,7519,12.08,0.1853,N,45,0
71,20741,10.0,MEDICAL,B,921,9.33,0.0444,N,45,0
23,68985,7.0,EDUCATION,A,19665,7.36,0.2851,N,1,0
32,91002,6.0,HOMEIMPROVEMENT,B,5547,8.62,0.061,N,14,0
59,46843,3.0,VENTURE,B,12336,10.62,0.2633,Y,36,0
51,61259,6.0,DEBTCONSOLIDATION,A,33105,8.32,0.5404,N,31,1
20,37760,7.0,MEDICAL,A,6861,5.85,0.1817,N,1,0
23,30786,3.0,HOMEIMPROVEMENT,A,12983,5.94,0.4217,Y,1,1
47,86209,5.0,EDUCATION,D,5204,17.19,0.0604,N,27,0
53,60665,4.0,EDUCATION,A,17671,8.36,0.2913,N,35,0
27,64196,6.0,MEDICAL,E,12600,20.11,0.1963,N,5,0
27,111989,8.0,MEDICAL,A,4103,5.78,0.0366,N,7,0
25,27442,5.0,PERSONAL,D,25571,16.0,0.9318,Y,3,1
50,36184,5.0,MEDICAL,B,9164,11.02,0.2533,N,27,0
18,53469,8.0,PERSONAL,C,8782,13.3,0.1642,N,1,0
50,35940,4.0,PERSONAL,C,16010,12.17,0.4455,N,28,0
45,75412,5.0,EDUCATION,A,20327,5.12,0.2695,N,23,0
44,44219,7.0,HOMEIMPROVEMENT,A,4795,6.38,0.1084,N,26,0
56,28398,7.0,PERSONAL,D,18953,16.9,0.6674,N,39,1
47,50826,4.0,EDUCATION,A,10168,5.11,0.2001,N,28,0
59,53835,5.0,VENTURE,A,8329,6.26,0.1547,N,40,0
61,81967,3.0,PERSONAL,C,6286,13.88,0.0767,Y,44,0
70,60853,2.0,PERSONAL,A,11574,7.52,0.1902,N,45,0
63,63172,3.0,PERSONAL,C,3678,11.55,0.0582,N,45,0
47,58463,1.0,DEBTCONSOLIDATION,B,5518,10.47,0.0944,N,24,0
46,44199,4.0,PERSONAL,B,3047,8.62,0.0689,N,25,0
31,33060,10.0,VENTURE,A,17763,7.88,0.5373,N,14,0
52,57460,3.0,PERSONAL,B,11116,8.52,0.1935,N,35,0
25,40814,3.0,HOMEIMPROVEMENT,A,11672,5.25,0.286,N,4,0
71,124169,3.0,VENTURE,C,7153,12.83,0.0576,N,45,0
66,102559,6.0,DEBTCONSOLIDATION,B,8628,8.74,0.0841,N,45,0
24,69429,6.0,DEBTCONSOLIDATION,E,8651,20.12,0.1246,N,1,1
62,60364,5.0,DEBTCONSOLIDATION,A,12540,7.61,0.2077,N,43,0
24,46705,6.0,PERSONAL,B,3382,8.56,0.0724,N,7,0
59,24498,5.0,MEDICAL,A,10571,6.68,0.4315,N,39,0
22,43525,0.0,HOMEIMPROVEMENT,B,13601,9.23,0.3125,Y,4,1
45,51832,5.0,PERSONAL,A,13974,7.15,0.2696,N,27,0
55,55614,9.0,PERSONAL,B,40230,8.82,0.7234,N,38,0
59,63465,3.0,EDUCATION,C,11921,14.17,0.1878,N,37,0
41,81367,4.0,HOMEIMPROVEMENT,D,18209,16.35,0.2238,Y,20,1
